Id,running_time,completed_time,route_distance_km,delta_time
-6534612707940731872,2022-01-24 12:58:24,2022-01-24 13:08:23,2.338,599.0
1075876377760189741,2022-01-24 20:57:12,2022-01-24 21:12:35,7.188,923.0
850901395850332989,2022-01-24 15:24:30,2022-01-24 15:27:38,0.589,188.0
6978004332295240491,2022-01-24 16:57:40,2022-01-24 17:09:34,3.854,714.0
7777622685155125730,2022-01-24 19:29:22,2022-01-24 19:45:16,5.981,954.0
3241959581906214468,2022-01-24 04:15:45,2022-01-24 04:24:19,4.327,514.0
-5797846232752823984,2022-01-24 08:40:08,2022-01-24 08:51:46,3.467,698.0
687386152758782296,2022-01-24 12:59:38,2022-01-24 13:10:40,3.464,662.0
-8334669054349305166,2022-01-24 05:55:02,2022-01-24 06:00:53,3.074,351.0
-3782621288583912052,2022-01-24 14:04:49,2022-01-24 14:19:36,2.556,887.0
7642111284572973835,2022-01-24 06:20:08,2022-01-24 06:34:14,5.587,846.0
-5799811783407440152,2022-01-24 19:26:15,2022-01-24 19:41:52,6.541,937.0
-2365913759441181706,2022-01-24 21:35:23,2022-01-24 21:42:47,2.697,444.0
8442999147531759739,2022-01-24 18:48:29,2022-01-24 18:57:56,3.915,567.0
-1446769253826744676,2022-01-24 16:34:09,2022-01-24 16:43:21,2.67,552.0
4514599111130990702,2022-01-24 12:50:58,2022-01-24 13:04:19,1.665,801.0
-1469467699462205630,2022-01-24 18:36:05,2022-01-24 18:46:55,0.948,650.0
6221460718606456516,2022-01-24 12:23:25,2022-01-24 12:32:36,2.494,551.0
7107833963790066211,2022-01-24 18:09:57,2022-01-24 18:20:24,2.967,627.0
-2542343480338262374,2022-01-24 07:52:53,2022-01-24 08:06:32,4.075,819.0
2800835698721740215,2022-01-24 23:09:37,2022-01-24 23:17:22,2.446,465.00000000000006
2071462909716767675,2022-01-24 18:37:36,2022-01-24 18:42:18,2.705,282.0
1965695354641388537,2022-01-24 07:23:22,2022-01-24 07:29:29,1.985,367.0
888506397219842714,2022-01-24 05:19:36,2022-01-24 05:36:01,7.581,985.0
7227609624666508970,2022-01-24 15:31:36,2022-01-24 15:42:30,3.221,654.0
-8241408839098526278,2022-01-24 09:48:27,2022-01-24 09:55:59,4.176,452.0
-8119670518892320249,2022-01-24 13:22:14,2022-01-24 13:34:03,2.896,709.0
-2859030781769318157,2022-01-24 05:27:44,2022-01-24 05:38:01,4.335,617.0
5403108202200992571,2022-01-24 05:24:25,2022-01-24 05:32:26,3.259,481.00000000000006
-4901257633005561385,2022-01-24 12:43:24,2022-01-24 12:49:52,1.356,388.0
-3080014891063950854,2022-01-24 11:29:00,2022-01-24 11:44:49,8.42,949.0
-8529701803311580521,2022-01-24 22:38:57,2022-01-24 22:44:56,5.151,359.0
4474528409037641844,2022-01-24 14:56:36,2022-01-24 15:04:44,3.274,488.00000000000006
7100947387140629114,2022-01-24 17:10:54,2022-01-24 17:24:55,5.112,841.0
-3418440675769149639,2022-01-24 08:40:12,2022-01-24 08:54:20,5.879,848.0
9128153910855522537,2022-01-24 14:37:02,2022-01-24 14:44:06,1.987,424.0
-6156766971585401913,2022-01-24 11:25:56,2022-01-24 11:40:54,3.511,898.0
-6055639045300500957,2022-01-24 09:55:04,2022-01-24 10:06:57,2.987,713.0
-3186844741154968464,2022-01-24 09:22:16,2022-01-24 09:28:35,1.466,379.0
4498555217973189448,2022-01-24 07:41:19,2022-01-24 07:56:30,5.205,911.0
-1551185077857631394,2022-01-24 11:19:35,2022-01-24 11:34:01,3.188,866.0
4528768363000322861,2022-01-24 05:50:22,2022-01-24 06:02:56,4.674,754.0
4243806335664104782,2022-01-24 12:45:05,2022-01-24 12:54:20,2.193,555.0
1897155210648683904,2022-01-24 11:08:41,2022-01-24 11:20:22,3.153,701.0
7342006414546434795,2022-01-24 19:06:56,2022-01-24 19:18:39,4.758,703.0
-4848252038748018966,2022-01-24 07:41:33,2022-01-24 07:52:34,3.253,661.0
3671331743881554932,2022-01-24 20:43:25,2022-01-24 20:59:15,6.998,950.0
1598528263240279024,2022-01-24 15:43:38,2022-01-24 15:49:50,1.456,372.0
-2060839352863968379,2022-01-24 15:59:05,2022-01-24 16:10:01,3.412,656.0
8221758494589632938,2022-01-24 17:47:59,2022-01-24 18:02:15,7.908,856.0
-334450101734003648,2022-01-24 19:20:51,2022-01-24 19:26:10,1.497,319.0
-5233498998728094265,2022-01-24 10:51:44,2022-01-24 11:06:51,1.414,907.0
-1175748685451169211,2022-01-24 09:36:33,2022-01-24 09:43:26,2.067,413.0
6429169672677108285,2022-01-24 17:33:39,2022-01-24 17:41:40,3.558,481.00000000000006
4233823480071268858,2022-01-24 16:09:49,2022-01-24 16:19:38,3.14,589.0
7302312769637513158,2022-01-24 12:37:01,2022-01-24 12:50:02,3.29,781.0
5605785657641563100,2022-01-24 08:44:13,2022-01-24 08:57:42,5.267,809.0
-7053590027471931441,2022-01-24 10:33:24,2022-01-24 10:42:50,2.857,566.0
-8161484905461034039,2022-01-24 07:53:31,2022-01-24 07:57:33,1.316,242.00000000000003
5416498207272566435,2022-01-24 11:04:18,2022-01-24 11:12:24,2.14,486.00000000000006
5876665757685105954,2022-01-24 15:32:38,2022-01-24 15:35:38,0.917,180.0
-133577339274801795,2022-01-24 08:44:59,2022-01-24 08:52:44,3.794,465.00000000000006
5524519635471611689,2022-01-24 08:03:34,2022-01-24 08:14:10,3.0,636.0
895573615835813276,2022-01-24 16:40:09,2022-01-24 16:53:11,4.628,782.0
3719911692967066184,2022-01-24 17:16:43,2022-01-24 17:27:43,3.332,660.0
-4143887725103418679,2022-01-24 11:05:15,2022-01-24 11:10:54,2.587,339.0
2989915985236054107,2022-01-24 19:15:14,2022-01-24 19:22:52,3.023,458.00000000000006
-5682229925610709599,2022-01-24 09:57:23,2022-01-24 10:05:13,1.623,470.00000000000006
-1476373766671299576,2022-01-24 11:11:15,2022-01-24 11:19:44,2.37,509.00000000000006
-3024635449533894904,2022-01-24 12:43:28,2022-01-24 12:59:02,6.289,934.0
-2520296451508141490,2022-01-24 06:23:01,2022-01-24 06:37:11,3.928,850.0
1326399947690663901,2022-01-24 10:27:46,2022-01-24 10:41:00,5.878,794.0
5024205749108029659,2022-01-24 12:54:28,2022-01-24 13:00:35,1.492,367.0
-7415843491062563144,2022-01-24 16:26:46,2022-01-24 16:34:39,2.86,473.00000000000006
-349044301475246112,2022-01-24 17:26:57,2022-01-24 17:38:55,5.246,718.0
-8509340170344080181,2022-01-24 14:34:17,2022-01-24 14:50:01,3.988,944.0
-5572579274485216149,2022-01-24 09:17:37,2022-01-24 09:25:28,3.149,471.00000000000006
-1829675279435928340,2022-01-24 16:25:35,2022-01-24 16:40:53,2.853,918.0
7353250492081944990,2022-01-24 07:54:48,2022-01-24 07:58:34,1.908,226.0
871871054403446361,2022-01-24 22:23:33,2022-01-24 22:39:44,7.758,971.0
-5972585868079575658,2022-01-24 09:50:05,2022-01-24 10:04:19,4.284,854.0
5577437785606426614,2022-01-24 17:47:52,2022-01-24 17:53:28,1.611,336.0
6813339817492537287,2022-01-24 14:28:30,2022-01-24 14:39:11,2.24,641.0
-6955784484169843799,2022-01-24 16:56:09,2022-01-24 17:11:09,6.611,900.0
-3782727254576906427,2022-01-24 12:49:51,2022-01-24 13:06:06,7.14,975.0
-6483128953818903681,2022-01-24 18:41:37,2022-01-24 18:53:28,5.183,711.0
2833626363485997591,2022-01-24 12:53:06,2022-01-24 12:58:13,0.924,307.0
8395460981894889905,2022-01-24 16:53:36,2022-01-24 17:04:16,5.462,640.0
-3882511167144774607,2022-01-24 11:49:30,2022-01-24 12:01:49,2.039,739.0
4692108955445297688,2022-01-24 20:34:10,2022-01-24 20:44:13,4.869,603.0
-4633195535793553114,2022-01-24 01:49:09,2022-01-24 01:54:17,2.913,308.0
6930210716666517366,2022-01-24 06:04:35,2022-01-24 06:17:29,5.242,774.0
7335020093075007059,2022-01-24 11:41:52,2022-01-24 11:47:21,2.621,329.0
-2058338118124888637,2022-01-24 08:45:52,2022-01-24 08:54:33,2.845,521.0
8844407280221271291,2022-01-24 19:11:25,2022-01-24 19:19:46,2.214,501.00000000000006
736009813302901061,2022-01-24 01:54:11,2022-01-24 02:03:47,3.198,576.0
-5106256871975475983,2022-01-24 11:12:59,2022-01-24 11:21:34,2.097,515.0
-2318588233809845182,2022-01-24 07:21:50,2022-01-24 07:34:01,4.053,731.0
-3330444147109973560,2022-01-24 09:12:37,2022-01-24 09:22:15,6.101,578.0
-8965157052100906714,2022-01-24 07:58:43,2022-01-24 08:13:52,7.5,909.0
-3006283655803409579,2022-01-24 18:10:58,2022-01-24 18:16:57,1.905,359.0
3024159222918632571,2022-01-24 10:54:04,2022-01-24 11:07:40,3.03,816.0
-2864501758747504655,2022-01-24 10:48:59,2022-01-24 10:59:24,2.138,625.0
-1005632219252861204,2022-01-24 10:47:47,2022-01-24 11:02:47,5.778,900.0
-5586170609499485655,2022-01-24 05:37:27,2022-01-24 05:53:40,2.315,973.0
-7337263463383436051,2022-01-24 15:21:48,2022-01-24 15:36:37,2.729,889.0
5653733294978904432,2022-01-24 21:00:59,2022-01-24 21:17:30,4.597,991.0
-4525968821533132993,2022-01-24 20:55:10,2022-01-24 21:06:38,6.137,688.0
88007195765253562,2022-01-24 16:59:22,2022-01-24 17:14:15,5.948,893.0
-2104418748230157857,2022-01-24 10:05:45,2022-01-24 10:21:40,5.735,955.0
-851495783838806085,2022-01-24 14:55:28,2022-01-24 15:08:36,5.399,788.0
-472057010354188309,2022-01-24 06:46:21,2022-01-24 06:57:11,4.399,650.0
-5644180548742650964,2022-01-24 09:50:28,2022-01-24 10:07:07,5.933,999.0
6238011439989334904,2022-01-24 19:09:15,2022-01-24 19:13:48,2.017,273.0
2927753394338316498,2022-01-24 13:04:48,2022-01-24 13:17:19,2.458,751.0
-8102389718513175381,2022-01-24 12:08:51,2022-01-24 12:18:07,3.284,556.0
8455599741263926180,2022-01-24 19:20:40,2022-01-24 19:32:46,4.41,726.0
-5872566563118994133,2022-01-24 19:50:46,2022-01-24 19:55:10,1.511,264.0
312842187239934570,2022-01-24 14:37:21,2022-01-24 14:53:04,3.738,943.0
-8668958376332863641,2022-01-24 13:43:55,2022-01-24 13:53:46,1.576,591.0
7716466158785548940,2022-01-24 01:55:45,2022-01-24 02:03:44,4.197,479.00000000000006
-5682800078225486496,2022-01-24 19:29:32,2022-01-24 19:36:34,3.392,422.0
5988473957288224919,2022-01-24 13:56:14,2022-01-24 14:04:11,2.29,477.00000000000006
-7327652614003836688,2022-01-24 15:53:15,2022-01-24 16:03:22,1.243,607.0
3125353645408829644,2022-01-24 13:07:37,2022-01-24 13:18:21,3.915,644.0
8260298601770572921,2022-01-24 09:53:24,2022-01-24 10:00:49,1.465,445.0
-1411603137835645301,2022-01-24 18:22:50,2022-01-24 18:31:38,2.415,528.0
4001640781784573251,2022-01-24 19:37:46,2022-01-24 19:49:29,4.734,703.0
-1412897970332407264,2022-01-24 19:45:47,2022-01-24 20:00:54,7.031,907.0
-3285557842537958974,2022-01-24 04:22:39,2022-01-24 04:30:40,4.68,481.00000000000006
-4788588161387583605,2022-01-24 15:40:49,2022-01-24 15:53:26,3.917,757.0
2708987920282064211,2022-01-24 18:50:30,2022-01-24 19:06:22,6.557,952.0
-7847612061155702750,2022-01-24 05:49:45,2022-01-24 05:59:39,4.186,594.0
3709964849971984178,2022-01-24 23:39:54,2022-01-24 23:43:35,1.48,221.0
-2101803493243254866,2022-01-24 19:33:54,2022-01-24 19:43:04,3.066,550.0
-438737757801463153,2022-01-24 05:27:02,2022-01-24 05:36:36,3.46,574.0
-7226751118600562346,2022-01-24 20:33:38,2022-01-24 20:45:30,4.729,712.0
-3474037941915714585,2022-01-24 23:00:07,2022-01-24 23:07:56,2.558,469.00000000000006
7544132492551680960,2022-01-24 05:45:39,2022-01-24 06:00:30,5.522,891.0
5729902126563757929,2022-01-24 06:28:32,2022-01-24 06:41:41,4.639,789.0
-5570705463344694501,2022-01-24 20:12:27,2022-01-24 20:18:20,2.247,353.0
50463469147382977,2022-01-24 07:55:32,2022-01-24 08:04:54,3.887,562.0
-782763003208657661,2022-01-24 18:39:01,2022-01-24 18:53:20,7.082,859.0
8573818001661840258,2022-01-24 16:40:35,2022-01-24 16:47:45,2.049,430.0
-5129110427757537075,2022-01-24 12:51:22,2022-01-24 12:59:21,3.324,479.00000000000006
1364487783844468035,2022-01-24 22:23:01,2022-01-24 22:31:28,4.421,507.00000000000006
3952344375122133988,2022-01-24 17:09:40,2022-01-24 17:18:08,3.912,508.00000000000006
5024469094491974220,2022-01-24 17:55:11,2022-01-24 18:08:12,4.973,781.0
1673973664374192433,2022-01-24 14:12:41,2022-01-24 14:22:01,2.589,560.0
-486565821115902177,2022-01-24 02:41:46,2022-01-24 02:50:57,4.048,551.0
-1472072260511390698,2022-01-24 22:03:11,2022-01-24 22:09:30,4.399,379.0
-5642108813153467299,2022-01-24 19:31:08,2022-01-24 19:38:57,2.386,469.00000000000006
-8950824750846685134,2022-01-24 16:34:07,2022-01-24 16:41:58,2.614,471.00000000000006
-313445464473128597,2022-01-24 07:35:24,2022-01-24 07:45:57,3.462,633.0
1494520859972410431,2022-01-24 14:00:05,2022-01-24 14:11:29,4.84,684.0
-3459234252911158048,2022-01-24 11:26:36,2022-01-24 11:31:52,2.196,316.0
9010389343049943612,2022-01-24 12:51:43,2022-01-24 12:58:32,3.066,409.0
-251986524036401969,2022-01-24 12:59:51,2022-01-24 13:10:39,3.022,648.0
-2645216580422531276,2022-01-24 08:52:25,2022-01-24 09:04:40,3.165,735.0
-7772807329846086884,2022-01-24 23:43:35,2022-01-24 23:54:17,2.67,642.0
-8139536784837508867,2022-01-24 14:35:36,2022-01-24 14:49:42,2.775,846.0
87005354573597443,2022-01-24 06:15:11,2022-01-24 06:22:59,3.024,468.00000000000006
-5437091293426648017,2022-01-24 16:00:27,2022-01-24 16:09:38,2.271,551.0
3291592446194053359,2022-01-24 08:34:39,2022-01-24 08:42:51,2.177,492.00000000000006
-3792095319965149468,2022-01-24 14:46:12,2022-01-24 15:01:45,4.107,933.0
-5902967651439467874,2022-01-24 10:52:28,2022-01-24 11:02:46,3.195,618.0
-2499973147705073783,2022-01-24 04:41:32,2022-01-24 04:44:09,1.489,157.0
-3942052163937646918,2022-01-24 05:08:37,2022-01-24 05:19:52,5.461,675.0
557008900246708510,2022-01-24 17:29:40,2022-01-24 17:39:20,3.029,580.0
2087320173021848369,2022-01-24 05:56:38,2022-01-24 06:06:19,3.643,581.0
3975164888363883862,2022-01-24 14:19:55,2022-01-24 14:29:09,2.41,554.0
7507840942866929058,2022-01-24 06:02:02,2022-01-24 06:14:48,4.6,766.0
-6090681330865687899,2022-01-24 14:21:21,2022-01-24 14:32:53,3.068,692.0
-8952154953756111647,2022-01-24 21:13:35,2022-01-24 21:28:05,6.302,870.0
-2129825508568705839,2022-01-24 09:32:33,2022-01-24 09:42:42,3.665,609.0
-9100064724813154756,2022-01-24 04:59:56,2022-01-24 05:06:26,2.292,390.0
3085570682286840892,2022-01-24 16:20:47,2022-01-24 16:30:59,2.3,612.0
-3852983443100115407,2022-01-24 19:33:53,2022-01-24 19:49:51,4.838,958.0
1043280476058679673,2022-01-24 06:31:32,2022-01-24 06:41:26,4.17,594.0
-1919013210017858655,2022-01-24 18:13:31,2022-01-24 18:21:07,2.864,456.0
-1398831425864147107,2022-01-24 05:59:06,2022-01-24 06:08:03,3.599,537.0
6388764538349786136,2022-01-24 13:17:32,2022-01-24 13:27:40,2.032,608.0
-5104845949098206974,2022-01-24 13:20:46,2022-01-24 13:37:16,4.068,990.0
-3226441427095321672,2022-01-24 22:10:47,2022-01-24 22:17:40,2.639,413.0
-5843941126563304520,2022-01-24 17:54:38,2022-01-24 18:05:24,3.464,646.0
4632593989532559331,2022-01-24 05:36:49,2022-01-24 05:43:58,2.157,429.0
-1965410821213452581,2022-01-24 10:26:41,2022-01-24 10:40:13,9.626,812.0
6483701812616667421,2022-01-24 21:44:34,2022-01-24 21:49:14,3.742,280.0
5479265098447307910,2022-01-24 21:08:48,2022-01-24 21:22:24,6.986,816.0
8241930440625331534,2022-01-24 20:55:35,2022-01-24 21:02:02,3.352,387.0
-7264763489003004257,2022-01-24 19:49:54,2022-01-24 19:55:29,1.495,335.0
-463963623231232620,2022-01-24 10:46:55,2022-01-24 10:59:59,3.034,784.0
-6516813545076865993,2022-01-24 07:05:18,2022-01-24 07:13:32,4.306,494.00000000000006
-7199273817751232667,2022-01-24 17:01:09,2022-01-24 17:10:24,3.226,555.0
-2314200461760213940,2022-01-24 06:32:41,2022-01-24 06:38:34,1.378,353.0
-6237908410007383847,2022-01-24 22:25:26,2022-01-24 22:40:19,8.104,893.0
-2915986713416728794,2022-01-24 10:44:08,2022-01-24 10:57:55,1.853,827.0
4776322175539457202,2022-01-24 17:53:07,2022-01-24 18:03:18,4.658,611.0
3757099306530839373,2022-01-24 15:48:16,2022-01-24 16:00:16,3.642,720.0
1019836699442986731,2022-01-24 11:29:50,2022-01-24 11:41:21,1.144,691.0
-6328266253680253811,2022-01-24 05:44:16,2022-01-24 05:57:04,5.736,768.0
1938853419255920346,2022-01-24 00:41:15,2022-01-24 00:45:05,1.718,230.00000000000003
-6083138196397194945,2022-01-24 08:50:52,2022-01-24 08:59:59,2.54,547.0
-6043857429398065182,2022-01-24 12:50:19,2022-01-24 13:03:00,4.375,761.0
-3789698827065243985,2022-01-24 22:09:08,2022-01-24 22:18:11,4.511,543.0
5358795838980945408,2022-01-24 16:26:59,2022-01-24 16:37:07,4.32,608.0
